id,question,answer,issue_id
13995,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","mornings and afternoon",16690182
13996,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16690182
13989,"What is the nature of the issue?  ","Car traveling in bike lane",16690658
13990,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Customers visiting the businesses at Core City Park are frequently parking in the bike lane near a busy intersection. Bike lane is clearly marked, and there is a ""no standing"" sign present.",16690658
13991,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All week during all business hours.",16690658
13992,"Please provide the make, model and license plate number of the vehicle, if known. ",N/A,16690658
13985,"What is the nature of the issue?  ",Speeding,16691188
13986,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","please see above",16691188
13987,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","everyday, but mostly week days",16691188
13988,"Please provide the make, model and license plate number of the vehicle, if known. ","too many",16691188
13981,"What is the nature of the issue?  ","None of the above (see below)",16691389
13982,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","The situation involving wedding photography on Woodward Avenue has escalated to particularly dangerous levels. During a recent incident, a large wedding party not only occupied the turn lane but also spilled into the active driving lane. The obstruction caused significant traffic delays, and I was unable to switch lanes due to the heavy traffic. The situation nearly resulted in a pedestrian being hit, only avoided thanks to quick action by another pedestrian. This underscores the urgent need for intervention to prevent potential tragedies and ensure the safety of all road users.",16691389
13983,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Yesterday evening I witness seemingly the same photographer posing a couple for this shot it was around 530 on a weeknight a heavy time for traffic today was 3:45 on a Friday.",16691389
13984,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16691389
